Date,Open,High,Low,Close,Adj Close,P/L
22-Aug-22,"4,195.08","4,195.08","4,129.86","4,137.99","4,137.99",-2.140%
19-Aug-22,"4,266.31","4,266.31","4,218.70","4,228.48","4,228.48",-1.290%
18-Aug-22,"4,273.13","4,292.53","4,261.98","4,283.74","4,283.74",0.227%
17-Aug-22,"4,280.40","4,302.18","4,253.08","4,274.04","4,274.04",-0.724%
16-Aug-22,"4,290.46","4,325.28","4,277.77","4,305.20","4,305.20",0.188%
15-Aug-22,"4,269.37","4,301.79","4,256.90","4,297.14","4,297.14",0.397%
12-Aug-22,"4,225.02","4,280.47","4,219.78","4,280.15","4,280.15",1.732%
11-Aug-22,"4,227.40","4,257.91","4,201.41","4,207.27","4,207.27",-0.071%
10-Aug-22,"4,181.02","4,211.03","4,177.26","4,210.24","4,210.24",2.129%
9-Aug-22,"4,133.11","4,137.30","4,112.09","4,122.47","4,122.47",-0.425%
8-Aug-22,"4,155.93","4,186.62","4,128.97","4,140.06","4,140.06",-0.124%
5-Aug-22,"4,115.87","4,151.58","4,107.31","4,145.19","4,145.19",-0.163%
4-Aug-22,"4,154.85","4,161.29","4,135.42","4,151.94","4,151.94",-0.078%
3-Aug-22,"4,107.96","4,167.66","4,107.96","4,155.17","4,155.17",1.564%
2-Aug-22,"4,104.21","4,140.47","4,079.81","4,091.19","4,091.19",-0.666%
1-Aug-22,"4,112.38","4,144.95","4,096.02","4,118.63","4,118.63",-0.282%
29-Jul-22,"4,087.33","4,140.15","4,079.22","4,130.29","4,130.29",1.421%
28-Jul-22,"4,026.13","4,078.95","3,992.97","4,072.43","4,072.43",1.213%
27-Jul-22,"3,951.43","4,039.56","3,951.43","4,023.61","4,023.61",2.616%
26-Jul-22,"3,953.22","3,953.22","3,910.74","3,921.05","3,921.05",-1.154%
25-Jul-22,"3,965.72","3,975.30","3,943.46","3,966.84","3,966.84",0.132%
22-Jul-22,"3,998.43","4,012.44","3,938.86","3,961.63","3,961.63",-0.933%
21-Jul-22,"3,955.47","3,999.29","3,927.64","3,998.95","3,998.95",0.986%
20-Jul-22,"3,935.32","3,974.13","3,922.03","3,959.90","3,959.90",0.590%
19-Jul-22,"3,860.73","3,939.81","3,860.73","3,936.69","3,936.69",2.763%
18-Jul-22,"3,883.79","3,902.44","3,818.63","3,830.85","3,830.85",-0.836%
15-Jul-22,"3,818.00","3,863.62","3,817.18","3,863.16","3,863.16",1.920%
14-Jul-22,"3,763.99","3,796.41","3,721.56","3,790.38","3,790.38",-0.300%
13-Jul-22,"3,779.67","3,829.44","3,759.07","3,801.78","3,801.78",-0.446%
12-Jul-22,"3,851.95","3,873.41","3,802.36","3,818.80","3,818.80",-0.924%
11-Jul-22,"3,880.94","3,880.94","3,847.22","3,854.43","3,854.43",-1.153%
8-Jul-22,"3,888.26","3,918.50","3,869.34","3,899.38","3,899.38",-0.083%
7-Jul-22,"3,858.85","3,910.63","3,858.85","3,902.62","3,902.62",1.496%
6-Jul-22,"3,831.98","3,870.91","3,809.37","3,845.08","3,845.08",0.357%
5-Jul-22,"3,792.61","3,832.19","3,742.06","3,831.39","3,831.39",0.158%
1-Jul-22,"3,781.00","3,829.82","3,752.10","3,825.33","3,825.33",1.055%
30-Jun-22,"3,785.99","3,818.99","3,738.67","3,785.38","3,785.38",-0.876%
29-Jun-22,"3,825.09","3,836.50","3,799.02","3,818.83","3,818.83",-0.071%
28-Jun-22,"3,913.00","3,945.86","3,820.14","3,821.55","3,821.55",-2.014%
27-Jun-22,"3,920.76","3,927.72","3,889.66","3,900.11","3,900.11",-0.297%
24-Jun-22,"3,821.75","3,913.65","3,821.75","3,911.74","3,911.74",3.056%
23-Jun-22,"3,774.71","3,802.58","3,743.52","3,795.73","3,795.73",0.953%
22-Jun-22,"3,733.89","3,801.79","3,717.69","3,759.89","3,759.89",-0.130%
21-Jun-22,"3,715.31","3,779.65","3,715.31","3,764.79","3,764.79",2.448%
17-Jun-22,"3,665.90","3,707.71","3,636.87","3,674.84","3,674.84",0.220%
16-Jun-22,"3,728.18","3,728.18","3,639.77","3,666.77","3,666.77",-3.251%
15-Jun-22,"3,764.05","3,837.56","3,722.30","3,789.99","3,789.99",1.459%
14-Jun-22,"3,763.52","3,778.18","3,705.68","3,735.48","3,735.48",-0.377%
13-Jun-22,"3,838.15","3,838.15","3,734.30","3,749.63","3,749.63",-3.877%
10-Jun-22,"3,974.39","3,974.39","3,900.16","3,900.86","3,900.86",-2.911%
9-Jun-22,"4,101.65","4,119.10","4,017.17","4,017.82","4,017.82",-2.380%
8-Jun-22,"4,147.12","4,160.14","4,107.20","4,115.77","4,115.77",-1.079%
7-Jun-22,"4,096.47","4,164.86","4,080.19","4,160.68","4,160.68",0.952%
6-Jun-22,"4,134.72","4,168.78","4,109.18","4,121.43","4,121.43",0.314%
3-Jun-22,"4,137.57","4,142.67","4,098.67","4,108.54","4,108.54",-1.635%
2-Jun-22,"4,095.41","4,177.51","4,074.37","4,176.82","4,176.82",1.843%
1-Jun-22,"4,149.78","4,166.54","4,073.85","4,101.23","4,101.23",-0.748%
31-May-22,"4,151.09","4,168.34","4,104.88","4,132.15","4,132.15",-0.627%
27-May-22,"4,077.43","4,158.49","4,077.43","4,158.24","4,158.24",2.474%
26-May-22,"3,984.60","4,075.14","3,984.60","4,057.84","4,057.84",1.988%
25-May-22,"3,929.59","3,999.33","3,925.03","3,978.73","3,978.73",0.945%
24-May-22,"3,942.94","3,955.68","3,875.13","3,941.48","3,941.48",-0.812%
23-May-22,"3,919.42","3,981.88","3,909.04","3,973.75","3,973.75",1.856%
20-May-22,"3,927.76","3,943.42","3,810.32","3,901.36","3,901.36",0.015%
19-May-22,"3,899.00","3,945.96","3,876.58","3,900.79","3,900.79",-0.583%
18-May-22,"4,051.98","4,051.98","3,911.91","3,923.68","3,923.68",-4.040%
17-May-22,"4,052.00","4,090.72","4,033.93","4,088.85","4,088.85",2.017%
16-May-22,"4,013.02","4,046.46","3,983.99","4,008.01","4,008.01",-0.395%
13-May-22,"3,963.90","4,038.88","3,963.90","4,023.89","4,023.89",2.387%
12-May-22,"3,903.95","3,964.80","3,858.87","3,930.08","3,930.08",-0.130%
11-May-22,"3,990.08","4,049.09","3,928.82","3,935.18","3,935.18",-1.646%
10-May-22,"4,035.18","4,068.82","3,958.17","4,001.05","4,001.05",0.246%
9-May-22,"4,081.27","4,081.27","3,975.48","3,991.24","3,991.24",-3.204%
6-May-22,"4,128.17","4,157.69","4,067.91","4,123.34","4,123.34",-0.567%
5-May-22,"4,270.43","4,270.43","4,106.01","4,146.87","4,146.87",-3.565%
4-May-22,"4,181.18","4,307.66","4,148.91","4,300.17","4,300.17",2.986%
3-May-22,"4,159.78","4,200.10","4,147.08","4,175.48","4,175.48",0.484%
2-May-22,"4,130.61","4,169.81","4,062.51","4,155.38","4,155.38",0.568%
29-Apr-22,"4,253.75","4,269.68","4,124.28","4,131.93","4,131.93",-3.628%
28-Apr-22,"4,222.58","4,308.45","4,188.63","4,287.50","4,287.50",2.475%
27-Apr-22,"4,186.52","4,240.71","4,162.90","4,183.96","4,183.96",0.210%
26-Apr-22,"4,278.14","4,278.14","4,175.04","4,175.20","4,175.20",-2.815%
25-Apr-22,"4,255.34","4,299.02","4,200.82","4,296.12","4,296.12",0.570%
22-Apr-22,"4,385.83","4,385.83","4,267.62","4,271.78","4,271.78",-2.774%
21-Apr-22,"4,489.17","4,512.94","4,384.47","4,393.66","4,393.66",-1.475%
20-Apr-22,"4,472.26","4,488.29","4,448.76","4,459.45","4,459.45",-0.062%
19-Apr-22,"4,390.63","4,471.03","4,390.63","4,462.21","4,462.21",1.606%
18-Apr-22,"4,385.63","4,410.31","4,370.30","4,391.69","4,391.69",-0.020%
14-Apr-22,"4,449.12","4,460.46","4,390.77","4,392.59","4,392.59",-1.214%
13-Apr-22,"4,394.30","4,453.92","4,392.70","4,446.59","4,446.59",1.117%
12-Apr-22,"4,437.59","4,471.00","4,381.34","4,397.45","4,397.45",-0.342%
11-Apr-22,"4,462.64","4,464.35","4,408.38","4,412.53","4,412.53",-1.688%
8-Apr-22,"4,494.15","4,520.41","4,474.60","4,488.28","4,488.28",-0.265%
7-Apr-22,"4,474.65","4,521.16","4,450.30","4,500.21","4,500.21",0.425%
6-Apr-22,"4,494.17","4,503.94","4,450.04","4,481.15","4,481.15",-0.972%
5-Apr-22,"4,572.45","4,593.45","4,514.17","4,525.12","4,525.12",-1.255%
4-Apr-22,"4,547.97","4,583.50","4,539.21","4,582.64","4,582.64",0.809%
1-Apr-22,"4,540.32","4,548.70","4,507.57","4,545.86","4,545.86",0.341%
31-Mar-22,"4,599.02","4,603.07","4,530.41","4,530.41","4,530.41",-1.565%
30-Mar-22,"4,624.20","4,627.77","4,581.32","4,602.45","4,602.45",-0.629%
29-Mar-22,"4,602.86","4,637.30","4,589.66","4,631.60","4,631.60",1.226%
28-Mar-22,"4,541.09","4,575.65","4,517.69","4,575.52","4,575.52",0.714%
25-Mar-22,"4,522.91","4,546.03","4,501.07","4,543.06","4,543.06",0.507%
24-Mar-22,"4,469.98","4,520.58","4,465.17","4,520.16","4,520.16",1.434%
23-Mar-22,"4,493.10","4,501.07","4,455.81","4,456.24","4,456.24",-1.227%
22-Mar-22,"4,469.10","4,522.00","4,469.10","4,511.61","4,511.61",1.130%
21-Mar-22,"4,462.40","4,481.75","4,424.30","4,461.18","4,461.18",-0.043%
18-Mar-22,"4,407.34","4,465.40","4,390.57","4,463.12","4,463.12",1.166%
17-Mar-22,"4,345.11","4,412.67","4,335.65","4,411.67","4,411.67",1.235%
16-Mar-22,"4,288.14","4,358.90","4,251.99","4,357.86","4,357.86",2.238%
15-Mar-22,"4,188.82","4,271.05","4,187.90","4,262.45","4,262.45",2.141%
14-Mar-22,"4,202.75","4,247.57","4,161.72","4,173.11","4,173.11",-0.742%
11-Mar-22,"4,279.50","4,291.01","4,200.49","4,204.31","4,204.31",-1.296%
10-Mar-22,"4,252.55","4,268.28","4,209.80","4,259.52","4,259.52",-0.429%
9-Mar-22,"4,223.10","4,299.40","4,223.10","4,277.88","4,277.88",2.570%
8-Mar-22,"4,202.66","4,276.94","4,157.87","4,170.70","4,170.70",-0.723%
7-Mar-22,"4,327.01","4,327.01","4,199.85","4,201.09","4,201.09",-2.952%
4-Mar-22,"4,342.12","4,342.12","4,284.98","4,328.87","4,328.87",-0.793%
3-Mar-22,"4,401.31","4,416.78","4,345.56","4,363.49","4,363.49",-0.525%
2-Mar-22,"4,322.56","4,401.48","4,322.56","4,386.54","4,386.54",1.864%
1-Mar-22,"4,363.14","4,378.45","4,279.54","4,306.26","4,306.26",-1.547%
28-Feb-22,"4,354.17","4,388.84","4,315.12","4,373.94","4,373.94",-0.244%
25-Feb-22,"4,298.38","4,385.34","4,286.83","4,384.65","4,384.65",2.237%
24-Feb-22,"4,155.77","4,294.73","4,114.65","4,288.70","4,288.70",1.496%
23-Feb-22,"4,324.93","4,341.51","4,221.51","4,225.50","4,225.50",-1.841%
22-Feb-22,"4,332.74","4,362.12","4,267.11","4,304.76","4,304.76",-1.014%
18-Feb-22,"4,384.57","4,394.60","4,327.22","4,348.87","4,348.87",-0.717%
17-Feb-22,"4,456.06","4,456.06","4,373.81","4,380.26","4,380.26",-2.117%
16-Feb-22,"4,455.75","4,489.55","4,429.68","4,475.01","4,475.01",0.088%
15-Feb-22,"4,429.28","4,472.77","4,429.28","4,471.07","4,471.07",1.577%
14-Feb-22,"4,412.61","4,426.22","4,364.84","4,401.67","4,401.67",-0.384%
11-Feb-22,"4,506.27","4,526.33","4,401.41","4,418.64","4,418.64",-1.897%
10-Feb-22,"4,553.24","4,588.92","4,484.31","4,504.08","4,504.08",-1.812%
9-Feb-22,"4,547.00","4,590.03","4,547.00","4,587.18","4,587.18",1.452%
8-Feb-22,"4,480.02","4,531.32","4,465.40","4,521.54","4,521.54",0.840%
7-Feb-22,"4,505.75","4,521.86","4,471.47","4,483.87","4,483.87",-0.370%
4-Feb-22,"4,482.79","4,539.66","4,451.50","4,500.53","4,500.53",0.516%
3-Feb-22,"4,535.41","4,542.88","4,470.39","4,477.44","4,477.44",-2.439%
2-Feb-22,"4,566.39","4,595.31","4,544.32","4,589.38","4,589.38",0.942%
1-Feb-22,"4,519.57","4,550.49","4,483.53","4,546.54","4,546.54",0.686%
31-Jan-22,"4,431.79","4,516.89","4,414.02","4,515.55","4,515.55",1.889%
28-Jan-22,"4,336.19","4,432.72","4,292.46","4,431.85","4,431.85",2.435%
27-Jan-22,"4,380.58","4,428.74","4,309.50","4,326.51","4,326.51",-0.538%
26-Jan-22,"4,408.43","4,453.23","4,304.80","4,349.93","4,349.93",-0.150%
25-Jan-22,"4,366.64","4,411.01","4,287.11","4,356.45","4,356.45",-1.217%
24-Jan-22,"4,356.32","4,417.35","4,222.62","4,410.13","4,410.13",0.277%
21-Jan-22,"4,471.38","4,494.52","4,395.34","4,397.94","4,397.94",-1.891%
20-Jan-22,"4,547.35","4,602.11","4,477.95","4,482.73","4,482.73",-1.104%
19-Jan-22,"4,588.03","4,611.55","4,530.20","4,532.76","4,532.76",-0.969%
18-Jan-22,"4,632.24","4,632.24","4,568.70","4,577.11","4,577.11",-1.839%
14-Jan-22,"4,637.99","4,665.13","4,614.75","4,662.85","4,662.85",0.082%
13-Jan-22,"4,733.56","4,744.13","4,650.29","4,659.03","4,659.03",-1.424%
12-Jan-22,"4,728.59","4,748.83","4,706.71","4,726.35","4,726.35",0.282%
11-Jan-22,"4,669.14","4,714.13","4,638.27","4,713.07","4,713.07",0.916%
10-Jan-22,"4,655.34","4,673.02","4,582.24","4,670.29","4,670.29",-0.144%
7-Jan-22,"4,697.66","4,707.95","4,662.74","4,677.03","4,677.03",-0.405%
6-Jan-22,"4,693.39","4,725.01","4,671.26","4,696.05","4,696.05",-0.096%
5-Jan-22,"4,787.99","4,797.70","4,699.44","4,700.58","4,700.58",-1.939%
4-Jan-22,"4,804.51","4,818.62","4,774.27","4,793.54","4,793.54",-0.063%
3-Jan-22,"4,778.14","4,796.64","4,758.17","4,796.56","4,796.56",0.637%
31-Dec-21,"4,775.21","4,786.83","4,765.75","4,766.18","4,766.18",-0.263%
30-Dec-21,"4,794.23","4,808.93","4,775.33","4,778.73","4,778.73",-0.299%
29-Dec-21,"4,788.64","4,804.06","4,778.08","4,793.06","4,793.06",0.140%
28-Dec-21,"4,795.49","4,807.02","4,780.04","4,786.35","4,786.35",-0.101%
27-Dec-21,"4,733.99","4,791.49","4,733.99","4,791.19","4,791.19",1.384%
23-Dec-21,"4,703.96","4,740.74","4,703.96","4,725.79","4,725.79",0.622%
22-Dec-21,"4,650.36","4,697.67","4,645.53","4,696.56","4,696.56",1.018%
21-Dec-21,"4,594.96","4,651.14","4,583.16","4,649.23","4,649.23",1.778%
20-Dec-21,"4,587.90","4,587.90","4,531.10","4,568.02","4,568.02",-1.139%
17-Dec-21,"4,652.50","4,666.70","4,600.22","4,620.64","4,620.64",-1.029%
16-Dec-21,"4,719.13","4,731.99","4,651.89","4,668.67","4,668.67",-0.874%
15-Dec-21,"4,636.46","4,712.60","4,611.22","4,709.85","4,709.85",1.635%
14-Dec-21,"4,642.99","4,660.47","4,606.52","4,634.09","4,634.09",-0.747%
13-Dec-21,"4,710.30","4,710.30","4,667.60","4,668.97","4,668.97",-0.914%
10-Dec-21,"4,687.64","4,713.57","4,670.24","4,712.02","4,712.02",0.955%
9-Dec-21,"4,691.00","4,695.26","4,665.98","4,667.45","4,667.45",-0.718%
8-Dec-21,"4,690.86","4,705.06","4,674.52","4,701.21","4,701.21",0.309%
7-Dec-21,"4,631.97","4,694.04","4,631.97","4,686.75","4,686.75",2.071%
6-Dec-21,"4,548.37","4,612.60","4,540.51","4,591.67","4,591.67",1.173%
3-Dec-21,"4,589.49","4,608.03","4,495.12","4,538.43","4,538.43",-0.845%
2-Dec-21,"4,504.73","4,595.46","4,504.73","4,577.10","4,577.10",1.419%
1-Dec-21,"4,602.82","4,652.94","4,510.27","4,513.04","4,513.04",-1.182%
30-Nov-21,"4,640.25","4,646.02","4,560.00","4,567.00","4,567.00",-1.896%
29-Nov-21,"4,628.75","4,672.95","4,625.26","4,655.27","4,655.27",1.320%
26-Nov-21,"4,664.63","4,664.63","4,585.43","4,594.62","4,594.62",-2.272%
24-Nov-21,"4,675.78","4,702.87","4,659.89","4,701.46","4,701.46",0.229%
23-Nov-21,"4,678.48","4,699.39","4,652.66","4,690.70","4,690.70",0.166%
22-Nov-21,"4,712.00","4,743.83","4,682.17","4,682.94","4,682.94",-0.320%
19-Nov-21,"4,708.44","4,717.75","4,694.22","4,697.96","4,697.96",-0.140%
18-Nov-21,"4,700.72","4,708.80","4,672.78","4,704.54","4,704.54",0.338%
17-Nov-21,"4,701.50","4,701.50","4,684.41","4,688.67","4,688.67",-0.260%
16-Nov-21,"4,679.42","4,714.95","4,679.42","4,700.90","4,700.90",0.387%
15-Nov-21,"4,689.30","4,697.42","4,672.86","4,682.80","4,682.80",-0.001%
12-Nov-21,"4,655.24","4,688.47","4,650.77","4,682.85","4,682.85",0.722%
11-Nov-21,"4,659.39","4,664.55","4,648.31","4,649.27","4,649.27",0.055%
10-Nov-21,"4,670.26","4,684.85","4,630.86","4,646.71","4,646.71",-0.823%
9-Nov-21,"4,707.25","4,708.53","4,670.87","4,685.25","4,685.25",-0.350%
8-Nov-21,"4,701.48","4,714.92","4,694.39","4,701.70","4,701.70",0.089%
5-Nov-21,"4,699.26","4,718.50","4,681.32","4,697.53","4,697.53",0.373%
4-Nov-21,"4,662.93","4,683.00","4,662.59","4,680.06","4,680.06",0.418%
3-Nov-21,"4,630.65","4,663.46","4,621.19","4,660.57","4,660.57",0.646%
2-Nov-21,"4,613.34","4,635.15","4,613.34","4,630.65","4,630.65",0.368%
1-Nov-21,"4,610.62","4,620.34","4,595.06","4,613.67","4,613.67",0.180%
29-Oct-21,"4,572.87","4,608.08","4,567.59","4,605.38","4,605.38",0.195%
28-Oct-21,"4,562.84","4,597.55","4,562.84","4,596.42","4,596.42",0.983%
27-Oct-21,"4,580.22","4,584.57","4,551.66","4,551.68","4,551.68",-0.505%
26-Oct-21,"4,578.69","4,598.53","4,569.17","4,574.79","4,574.79",0.182%
25-Oct-21,"4,553.69","4,572.62","4,537.36","4,566.48","4,566.48",0.475%
22-Oct-21,"4,546.12","4,559.67","4,524.00","4,544.90","4,544.90",-0.107%
21-Oct-21,"4,532.24","4,551.44","4,526.89","4,549.78","4,549.78",0.300%
20-Oct-21,"4,524.42","4,540.87","4,524.40","4,536.19","4,536.19",0.366%
19-Oct-21,"4,497.34","4,520.40","4,496.41","4,519.63","4,519.63",0.739%
18-Oct-21,"4,463.72","4,488.75","4,447.47","4,486.46","4,486.46",0.337%
15-Oct-21,"4,447.69","4,475.82","4,447.69","4,471.37","4,471.37",0.746%
14-Oct-21,"4,386.75","4,439.73","4,386.75","4,438.26","4,438.26",1.706%
13-Oct-21,"4,358.01","4,372.87","4,329.92","4,363.80","4,363.80",0.302%
12-Oct-21,"4,368.31","4,374.89","4,342.09","4,350.65","4,350.65",-0.242%
11-Oct-21,"4,385.44","4,415.88","4,360.59","4,361.19","4,361.19",-0.687%
8-Oct-21,"4,406.51","4,412.02","4,386.22","4,391.34","4,391.34",-0.191%
7-Oct-21,"4,383.73","4,429.97","4,383.73","4,399.76","4,399.76",0.830%
6-Oct-21,"4,319.57","4,365.57","4,290.49","4,363.55","4,363.55",0.410%
5-Oct-21,"4,309.87","4,369.23","4,309.87","4,345.72","4,345.72",1.052%
4-Oct-21,"4,348.84","4,355.51","4,278.94","4,300.46","4,300.46",-1.299%
1-Oct-21,"4,317.16","4,375.19","4,288.52","4,357.04","4,357.04",1.149%
30-Sep-21,"4,370.67","4,382.55","4,306.24","4,307.54","4,307.54",-1.191%
29-Sep-21,"4,362.41","4,385.57","4,355.08","4,359.46","4,359.46",0.157%
28-Sep-21,"4,419.54","4,419.54","4,346.33","4,352.63","4,352.63",-2.036%
27-Sep-21,"4,442.12","4,457.30","4,436.19","4,443.11","4,443.11",-0.278%
24-Sep-21,"4,438.04","4,463.12","4,430.27","4,455.48","4,455.48",0.146%
23-Sep-21,"4,406.75","4,465.40","4,406.75","4,448.98","4,448.98",1.213%
22-Sep-21,"4,367.43","4,416.75","4,367.43","4,395.64","4,395.64",0.952%
21-Sep-21,"4,374.45","4,394.87","4,347.96","4,354.19","4,354.19",-0.081%
20-Sep-21,"4,402.95","4,402.95","4,305.91","4,357.73","4,357.73",-1.698%
17-Sep-21,"4,469.74","4,471.52","4,427.76","4,432.99","4,432.99",-0.911%
16-Sep-21,"4,477.09","4,485.87","4,443.80","4,473.75","4,473.75",-0.155%
15-Sep-21,"4,447.49","4,486.87","4,438.37","4,480.70","4,480.70",0.847%
14-Sep-21,"4,479.33","4,485.68","4,435.46","4,443.05","4,443.05",-0.575%
13-Sep-21,"4,474.81","4,492.99","4,445.70","4,468.73","4,468.73",0.228%
10-Sep-21,"4,506.92","4,520.47","4,457.66","4,458.58","4,458.58",-0.772%
9-Sep-21,"4,513.02","4,529.90","4,492.07","4,493.28","4,493.28",-0.461%
8-Sep-21,"4,518.09","4,521.79","4,493.95","4,514.07","4,514.07",-0.132%
7-Sep-21,"4,535.38","4,535.38","4,513.00","4,520.03","4,520.03",-0.340%
3-Sep-21,"4,532.42","4,541.45","4,521.30","4,535.43","4,535.43",-0.034%
2-Sep-21,"4,534.48","4,545.85","4,524.66","4,536.95","4,536.95",0.284%
1-Sep-21,"4,528.80","4,537.11","4,522.02","4,524.09","4,524.09",0.031%
31-Aug-21,"4,529.75","4,531.39","4,515.80","4,522.68","4,522.68",-0.135%
30-Aug-21,"4,513.76","4,537.36","4,513.76","4,528.79","4,528.79",0.431%
27-Aug-21,"4,474.10","4,513.33","4,474.10","4,509.37","4,509.37",0.881%
26-Aug-21,"4,493.75","4,495.90","4,468.99","4,470.00","4,470.00",-0.582%
25-Aug-21,"4,490.45","4,501.71","4,485.66","4,496.19","4,496.19",0.222%
24-Aug-21,"4,484.40","4,492.81","4,482.28","4,486.23","4,486.23",0.150%
23-Aug-21,"4,450.29","4,489.88","4,450.29","4,479.53","4,479.53",0.852%
20-Aug-21,"4,410.56","4,444.35","4,406.80","4,441.67","4,441.67",0.814%
19-Aug-21,"4,382.44","4,418.61","4,367.73","4,405.80","4,405.80",0.126%
18-Aug-21,"4,440.94","4,454.32","4,397.59","4,400.27","4,400.27",-1.075%
17-Aug-21,"4,462.12","4,462.12","4,417.83","4,448.08","4,448.08",-0.706%
16-Aug-21,"4,461.65","4,480.26","4,437.66","4,479.71","4,479.71",0.262%
13-Aug-21,"4,464.84","4,468.37","4,460.82","4,468.00","4,468.00",0.161%
12-Aug-21,"4,446.08","4,461.77","4,435.96","4,460.83","4,460.83",0.415%
11-Aug-21,"4,442.18","4,449.44","4,436.42","4,442.41","4,442.41",0.128%
10-Aug-21,"4,435.79","4,445.21","4,430.03","4,436.75","4,436.75",0.099%
9-Aug-21,"4,437.77","4,439.39","4,424.74","4,432.35","4,432.35",-0.094%
6-Aug-21,"4,429.07","4,440.82","4,429.07","4,436.52","4,436.52",0.168%
5-Aug-21,"4,408.86","4,429.76","4,408.86","4,429.10","4,429.10",0.601%
4-Aug-21,"4,415.95","4,416.17","4,400.23","4,402.66","4,402.66",-0.463%
3-Aug-21,"4,392.74","4,423.79","4,373.00","4,423.15","4,423.15",0.820%
2-Aug-21,"4,406.86","4,422.18","4,384.81","4,387.16","4,387.16",-0.184%
30-Jul-21,"4,395.12","4,412.25","4,389.65","4,395.26","4,395.26",-0.541%
29-Jul-21,"4,403.59","4,429.97","4,403.59","4,419.15","4,419.15",0.421%
28-Jul-21,"4,402.95","4,415.47","4,387.01","4,400.64","4,400.64",-0.019%
27-Jul-21,"4,416.38","4,416.38","4,372.51","4,401.46","4,401.46",-0.471%
26-Jul-21,"4,409.58","4,422.73","4,405.45","4,422.30","4,422.30",0.238%
23-Jul-21,"4,381.20","4,415.18","4,381.20","4,411.79","4,411.79",1.015%
22-Jul-21,"4,361.27","4,369.87","4,350.06","4,367.48","4,367.48",0.202%
21-Jul-21,"4,331.13","4,359.70","4,331.13","4,358.69","4,358.69",0.824%
20-Jul-21,"4,265.11","4,336.84","4,262.05","4,323.06","4,323.06",1.516%
19-Jul-21,"4,296.40","4,296.40","4,233.13","4,258.49","4,258.49",-1.587%
16-Jul-21,"4,367.43","4,375.09","4,322.53","4,327.16","4,327.16",-0.754%
15-Jul-21,"4,369.02","4,369.02","4,340.70","4,360.03","4,360.03",-0.326%
14-Jul-21,"4,380.11","4,393.68","4,362.36","4,374.30","4,374.30",0.116%
13-Jul-21,"4,381.07","4,392.37","4,366.92","4,369.21","4,369.21",-0.352%
12-Jul-21,"4,372.41","4,386.68","4,364.03","4,384.63","4,384.63",0.345%
9-Jul-21,"4,329.38","4,371.60","4,329.38","4,369.55","4,369.55",1.128%
8-Jul-21,"4,321.07","4,330.88","4,289.37","4,320.82","4,320.82",-0.856%
7-Jul-21,"4,351.01","4,361.88","4,329.79","4,358.13","4,358.13",0.336%
6-Jul-21,"4,356.46","4,356.46","4,314.37","4,343.54","4,343.54",-0.202%
2-Jul-21,"4,326.60","4,355.43","4,326.60","4,352.34","4,352.34",0.750%
1-Jul-21,"4,300.73","4,320.66","4,300.73","4,319.94","4,319.94",0.522%
30-Jun-21,"4,290.65","4,302.43","4,287.96","4,297.50","4,297.50",0.133%
29-Jun-21,"4,293.21","4,300.52","4,287.04","4,291.80","4,291.80",0.028%
28-Jun-21,"4,284.90","4,292.14","4,274.67","4,290.61","4,290.61",0.232%
25-Jun-21,"4,274.45","4,286.12","4,271.16","4,280.70","4,280.70",0.333%
24-Jun-21,"4,256.97","4,271.28","4,256.97","4,266.49","4,266.49",0.581%
23-Jun-21,"4,249.27","4,256.60","4,241.43","4,241.84","4,241.84",-0.108%
22-Jun-21,"4,224.61","4,255.84","4,217.27","4,246.44","4,246.44",0.512%
21-Jun-21,"4,173.40","4,226.24","4,173.40","4,224.79","4,224.79",1.400%
18-Jun-21,"4,204.78","4,204.78","4,164.40","4,166.45","4,166.45",-1.312%
17-Jun-21,"4,220.37","4,232.29","4,196.05","4,221.86","4,221.86",-0.044%
16-Jun-21,"4,248.87","4,251.89","4,202.45","4,223.70","4,223.70",-0.539%
15-Jun-21,"4,255.28","4,257.16","4,238.35","4,246.59","4,246.59",-0.201%
14-Jun-21,"4,248.31","4,255.59","4,234.07","4,255.15","4,255.15",0.182%
11-Jun-21,"4,242.90","4,248.38","4,232.25","4,247.44","4,247.44",0.195%
10-Jun-21,"4,228.56","4,249.74","4,220.34","4,239.18","4,239.18",0.465%
9-Jun-21,"4,232.99","4,237.09","4,218.74","4,219.55","4,219.55",-0.182%
8-Jun-21,"4,233.81","4,236.74","4,208.41","4,227.26","4,227.26",0.018%
7-Jun-21,"4,229.34","4,232.34","4,215.66","4,226.52","4,226.52",-0.080%
4-Jun-21,"4,206.05","4,233.45","4,206.05","4,229.89","4,229.89",0.883%
3-Jun-21,"4,191.43","4,204.39","4,167.93","4,192.85","4,192.85",-0.363%
2-Jun-21,"4,206.82","4,217.37","4,198.27","4,208.12","4,208.12",0.145%
1-Jun-21,"4,216.52","4,234.12","4,197.59","4,202.04","4,202.04",-0.049%
28-May-21,"4,210.77","4,218.36","4,203.57","4,204.11","4,204.11",0.077%
27-May-21,"4,201.94","4,213.38","4,197.78","4,200.88","4,200.88",0.117%
26-May-21,"4,191.59","4,202.61","4,184.11","4,195.99","4,195.99",0.188%
25-May-21,"4,205.94","4,213.42","4,182.52","4,188.13","4,188.13",-0.213%
24-May-21,"4,170.16","4,209.52","4,170.16","4,197.05","4,197.05",0.991%
