Date,Open,High,Low,Close,Adj Close,P/L,GGLL,Date,Open,High,Low,Close,Adj Close,P/L,ratio,___,
13-Dec-22,97.76,99.53,95.03,95.63,95.17,2.486%,,13-Dec-22,21.2,21.67,20.34,20.44,19.08,3.651%,1.47,-26.58%,
12-Dec-22,92.71,93.56,91.61,93.31,92.87,0.517%,,12-Dec-22,19.51,19.8,19.22,19.72,18.41,0.664%,1.28,-35.83%,
9-Dec-22,93.77,94.26,92.75,92.83,92.39,-0.939%,,9-Dec-22,19.81,20,19.59,19.59,18.28,-1.558%,1.66,-17.06%,
8-Dec-22,95.38,95.58,93.45,93.71,93.26,-1.296%,,8-Dec-22,20.18,20.24,19.85,19.9,18.57,-1.825%,1.41,-29.55%,
7-Dec-22,96.41,96.88,94.72,94.94,94.49,-2.104%,,7-Dec-22,20.82,20.82,20.26,20.27,18.92,-3.153%,1.50,-25.05%,
6-Dec-22,99.3,99.78,96.42,96.98,96.52,-2.513%,,6-Dec-22,21.8,21.8,20.8,20.93,19.53,-3.947%,1.57,-21.48%,
5-Dec-22,99.4,101.38,99,99.48,99.01,-0.956%,,5-Dec-22,21.76,22.31,21.64,21.79,20.33,-1.358%,1.42,-28.96%,
2-Dec-22,99.05,100.77,98.9,100.44,99.96,-0.545%,,2-Dec-22,21.57,22.17,21.57,22.09,20.62,-0.897%,1.65,-17.62%,
1-Dec-22,101.02,102.25,100.25,100.99,100.51,0.000%,,1-Dec-22,22.3,22.68,22.08,22.29,20.8,0.225%,#DIV/0!,#DIV/0!,
30-Nov-22,94.82,101.04,94.42,100.99,100.51,6.093%,,30-Nov-22,20.29,22.25,20.2,22.24,20.76,8.860%,1.45,-27.30%,
29-Nov-22,95.73,96.12,94.11,95.19,94.74,-0.895%,,29-Nov-22,20.58,20.58,20.1,20.43,19.07,-1.542%,1.72,-13.88%,
28-Nov-22,97.04,97.58,95.61,96.05,95.59,-1.447%,,28-Nov-22,20.9,21.16,20.59,20.75,19.36,-2.030%,1.40,-29.84%,
25-Nov-22,98.24,98.64,97.4,97.46,97,-1.016%,,25-Nov-22,21.5,21.5,21.18,21.18,19.77,-1.397%,1.38,-31.24%,
23-Nov-22,97.09,98.76,97.09,98.46,97.99,1.453%,,23-Nov-22,21.06,21.56,21.06,21.48,20.04,1.994%,1.37,-31.37%,
22-Nov-22,95.95,97.22,94.05,97.05,96.59,1.517%,,22-Nov-22,20.6,21.08,20.28,21.06,19.65,2.233%,1.47,-26.39%,
21-Nov-22,97.29,98.4,95.36,95.6,95.15,-1.878%,,21-Nov-22,21.2,21.42,20.52,20.6,19.22,-2.738%,1.46,-27.10%,
18-Nov-22,98.77,98.9,96.37,97.43,96.97,-0.946%,,18-Nov-22,21.5,21.6,20.88,21.18,19.77,-1.397%,1.48,-26.14%,
17-Nov-22,96.97,99.28,96.79,98.36,97.89,-0.496%,,17-Nov-22,21.01,21.78,20.98,21.48,20.05,-0.831%,1.68,-16.18%,
16-Nov-22,97.9,99.64,97.64,98.85,98.38,0.416%,,16-Nov-22,21.4,21.9,21.3,21.66,20.21,0.651%,1.56,-21.90%,
15-Nov-22,98.26,100.14,96.71,98.44,97.97,2.863%,,15-Nov-22,21.49,22.07,21.1,21.52,20.09,4.213%,1.47,-26.42%,
14-Nov-22,95.09,96.79,94.51,95.7,95.24,-0.736%,,14-Nov-22,20.41,20.94,20.32,20.65,19.27,-0.912%,1.24,-38.10%,
11-Nov-22,94.69,96.93,93.92,96.41,95.95,2.629%,,11-Nov-22,20.32,21.05,20.2,20.84,19.45,3.785%,1.44,-28.03%,
10-Nov-22,92.25,94.39,91.61,93.94,93.49,7.581%,,10-Nov-22,19.58,20.19,19.4,20.08,18.74,11.123%,1.47,-26.64%,
9-Nov-22,88.45,89.44,87.28,87.32,86.9,-1.777%,,9-Nov-22,18.42,18.63,18.07,18.07,16.86,-2.482%,1.40,-30.16%,
8-Nov-22,88.9,90.32,87.59,88.9,88.48,0.463%,,8-Nov-22,18.52,18.98,18.18,18.53,17.3,0.434%,0.94,-53.21%,
7-Nov-22,87.28,88.9,86.85,88.49,88.07,2.206%,,7-Nov-22,18.08,18.51,17.96,18.45,17.22,3.535%,1.60,-19.87%,
4-Nov-22,85.4,86.64,83.71,86.58,86.17,3.776%,,4-Nov-22,17.5,17.84,16.98,17.82,16.63,5.631%,1.49,-25.43%,
3-Nov-22,86.32,86.52,83.34,83.43,83.03,-4.070%,,3-Nov-22,17.79,17.84,16.87,16.87,15.74,-6.226%,1.53,-23.52%,
2-Nov-22,90.94,91.18,86.88,86.97,86.56,-3.869%,,2-Nov-22,19.11,19.3,17.99,17.99,16.79,-5.861%,1.51,-24.25%,
1-Nov-22,95.45,96.03,90.37,90.47,90.04,-4.275%,,1-Nov-22,20.82,20.82,19.1,19.11,17.83,-6.278%,1.47,-26.57%,
31-Oct-22,95.42,96.03,93.98,94.51,94.06,-1.849%,,31-Oct-22,20.74,20.74,20.3,20.39,19.03,-2.812%,1.52,-23.94%,
28-Oct-22,92.27,96.55,92.13,96.29,95.83,4.413%,,28-Oct-22,19.7,21.06,19.7,20.98,19.58,6.389%,1.45,-27.61%,
27-Oct-22,94.52,95.43,91.8,92.22,91.78,-2.855%,,27-Oct-22,20.49,20.69,19.59,19.72,18.4,-4.179%,1.46,-26.81%,
26-Oct-22,96.43,98.31,94.69,94.93,94.48,-9.141%,,26-Oct-22,21.16,21.66,20.57,20.58,19.21,-13.747%,1.50,-24.80%,
25-Oct-22,102.9,104.82,102.72,104.48,103.98,1.912%,,25-Oct-22,23.45,23.97,23.35,23.86,22.26,2.889%,1.51,-24.44%,
24-Oct-22,101.8,102.75,99.98,102.52,102.03,1.374%,,24-Oct-22,22.58,23.27,22.42,23.19,21.64,1.934%,1.41,-29.64%,
21-Oct-22,97.85,101.31,97.72,101.13,100.65,1.160%,,21-Oct-22,21.97,22.75,21.81,22.75,21.23,1.608%,1.39,-30.72%,
20-Oct-22,100,102.32,99.39,99.97,99.49,0.341%,,20-Oct-22,22.75,23.12,22.39,22.39,20.89,0.629%,1.84,-7.81%,
19-Oct-22,100.01,101.02,98.92,99.63,99.16,-1.131%,,19-Oct-22,22.31,22.64,22.18,22.25,20.77,-1.418%,1.25,-37.34%,
18-Oct-22,103.13,103.47,99.97,100.77,100.29,0.800%,,18-Oct-22,23.48,23.49,22.4,22.57,21.06,0.849%,1.06,-46.96%,
17-Oct-22,98.86,100.93,98.83,99.97,99.49,3.531%,,17-Oct-22,22.01,22.6,22.01,22.38,20.89,5.169%,1.46,-26.81%,
14-Oct-22,99.99,100.69,96.37,96.56,96.1,-2.524%,,14-Oct-22,22.45,22.45,21.28,21.28,19.86,-3.754%,1.49,-25.63%,
13-Oct-22,95.15,99.78,94.38,99.06,98.59,1.538%,,13-Oct-22,20.6,22.22,20.6,22.11,20.64,2.361%,1.54,-23.22%,
12-Oct-22,97.3,98.75,96.74,97.56,97.1,0.391%,,12-Oct-22,21.52,21.9,21.52,21.6,20.16,0.699%,1.79,-10.58%,
11-Oct-22,97.43,99.25,96.31,97.18,96.72,-0.695%,,11-Oct-22,21.57,21.95,21.25,21.45,20.02,-1.107%,1.59,-20.38%,
10-Oct-22,99,99.1,97.01,97.86,97.39,-0.831%,,10-Oct-22,22.04,22.04,21.56,21.69,20.24,-1.319%,1.59,-20.61%,
7-Oct-22,99.85,100.53,98.3,98.68,98.21,-2.702%,,7-Oct-22,22.34,22.52,21.87,21.98,20.51,-4.143%,1.53,-23.32%,
6-Oct-22,100.68,102.93,100.59,101.42,100.94,-0.010%,,6-Oct-22,22.71,23.3,22.71,22.93,21.4,0.219%,-22.17,-1208.28%,
5-Oct-22,99.83,101.93,98.8,101.43,100.95,-0.207%,,5-Oct-22,22.43,23.06,22.09,22.88,21.35,-0.305%,1.48,-26.19%,
4-Oct-22,100.44,101.84,100.38,101.64,101.16,3.041%,,4-Oct-22,22.71,23,22.66,22.95,21.42,4.413%,1.45,-27.45%,
3-Oct-22,96.76,99.29,96.52,98.64,98.17,3.126%,,3-Oct-22,21.47,22.09,21.43,21.98,20.51,4.517%,1.45,-27.74%,
30-Sep-22,97.05,98.9,95.56,95.65,95.19,-1.817%,,30-Sep-22,21.46,22.1,21.03,21.03,19.63,-2.909%,1.60,-19.96%,
29-Sep-22,98.64,98.64,95.96,97.42,96.96,-2.629%,,29-Sep-22,21.9,21.9,21.25,21.66,20.22,-3.904%,1.49,-25.74%,
28-Sep-22,97.65,100.7,97.11,100.05,99.57,2.615%,,28-Sep-22,21.74,22.67,21.74,22.54,21.03,4.015%,1.54,-23.25%,
27-Sep-22,99.43,100,96.87,97.5,97.04,-0.682%,,27-Sep-22,22.39,22.46,21.52,21.67,20.22,-1.186%,1.74,-13.14%,
26-Sep-22,98.1,99.88,97.8,98.17,97.7,-0.577%,,26-Sep-22,21.86,22.4,21.86,21.93,20.47,-0.904%,1.57,-21.72%,
23-Sep-22,99.63,99.66,97.47,98.74,98.27,-1.398%,,23-Sep-22,22.2,22.2,21.68,22.13,20.65,-2.209%,1.58,-20.98%,
22-Sep-22,98.82,101.24,98.79,100.14,99.66,0.866%,,22-Sep-22,22.2,22.71,22.2,22.63,21.12,1.571%,1.81,-9.33%,
21-Sep-22,101.67,102.88,99.27,99.28,98.81,-1.839%,,21-Sep-22,23,23.35,22.28,22.28,20.79,-2.622%,1.43,-28.70%,
20-Sep-22,102.08,102.37,100.52,101.14,100.66,-1.873%,,20-Sep-22,23.29,23.29,22.86,22.88,21.35,-3.092%,1.65,-17.44%,
19-Sep-22,101.75,103.33,101.55,103.07,102.58,0.263%,,19-Sep-22,23.23,23.61,23.16,23.61,22.02,0.212%,0.81,-59.60%,
16-Sep-22,102.07,103.13,100.94,102.8,102.31,-0.107%,,16-Sep-22,23.22,23.61,23.22,23.56,21.98,-0.127%,1.19,-40.51%,
15-Sep-22,104.03,105.27,102.35,102.91,102.42,-1.990%,,15-Sep-22,23.52,23.79,23.45,23.59,22.01,-2.842%,1.43,-28.61%,
14-Sep-22,104.57,105.28,103.66,105,104.5,0.652%,,14-Sep-22,24.12,24.37,23.96,24.28,22.65,0.663%,1.02,-49.12%,
13-Sep-22,107.8,108.3,104.09,104.32,103.82,-5.899%,,13-Sep-22,25.4,25.4,24.11,24.12,22.5,-8.393%,1.42,-28.86%,
12-Sep-22,110.99,111.62,109.93,110.86,110.33,0.190%,,12-Sep-22,26.5,26.56,26.21,26.33,24.56,-0.076%,-0.40,-120.00%,
9-Sep-22,109.07,110.99,109.02,110.65,110.12,2.094%,,9-Sep-22,26.36,26.46,26.35,26.35,24.58,3.414%,1.63,-18.49%,
8-Sep-22,108.04,109.6,107.16,108.38,107.86,-0.978%,,8-Sep-22,25.76,25.76,25.48,25.48,23.78,-1.698%,1.74,-13.18%,
7-Sep-22,107.06,109.98,106.9,109.45,108.93,2.472%,,7-Sep-22,25.92,25.92,25.92,25.92,24.18,#DIV/0!,#DIV/0!,#DIV/0!,
6-Sep-22,107.3,108.03,105.78,106.81,106.3,-0.964%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2-Sep-22,110.59,110.74,107.26,107.85,107.34,-1.722%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1-Sep-22,108.28,110.45,107.36,109.74,109.22,1.405%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
31-Aug-22,110.65,110.85,108.13,108.22,107.71,-0.661%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
30-Aug-22,110.17,110.5,107.8,108.94,108.42,-0.439%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
29-Aug-22,109.99,110.95,108.8,109.42,108.9,-0.834%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
26-Aug-22,114.72,115.12,110.19,110.34,109.81,-5.409%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
25-Aug-22,114.24,116.72,114.11,116.65,116.09,2.604%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
24-Aug-22,113.5,114.78,112.87,113.69,113.15,-0.149%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
23-Aug-22,113.48,115.01,113.43,113.86,113.32,-0.333%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
22-Aug-22,115.2,115.63,113.85,114.24,113.7,-2.534%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
19-Aug-22,119.06,119.15,116.76,117.21,116.65,-2.463%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
18-Aug-22,119.43,120.82,118.72,120.17,119.6,0.519%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
17-Aug-22,120.12,121.29,119.38,119.55,118.98,-1.767%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
16-Aug-22,121.52,122.43,120.64,121.7,121.12,-0.311%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
15-Aug-22,121.13,122.3,120.61,122.08,121.5,0.329%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
12-Aug-22,120.26,121.68,119.46,121.68,121.1,2.390%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
11-Aug-22,121.28,121.49,118.56,118.84,118.27,-0.718%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
10-Aug-22,118.78,120.92,118.41,119.7,119.13,2.632%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
9-Aug-22,117.14,117.32,115.71,116.63,116.08,-0.571%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
8-Aug-22,118.39,120.15,116.88,117.3,116.74,-0.145%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
5-Aug-22,116.23,118.11,116,117.47,116.91,-0.609%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
4-Aug-22,117.48,118.78,116.89,118.19,117.63,0.093%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
3-Aug-22,115.71,118.62,115.48,118.08,117.52,2.562%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2-Aug-22,114,116.35,113.72,115.13,114.58,0.235%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1-Aug-22,115.3,116.72,114.34,114.86,114.31,-1.255%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
29-Jul-22,113.08,116.71,113.06,116.32,115.77,1.839%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
28-Jul-22,112.37,114.34,111.46,114.22,113.68,1.026%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
27-Jul-22,109.26,113.91,108.01,113.06,112.52,7.656%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
26-Jul-22,106.6,107.2,104.07,105.02,104.52,-2.316%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
25-Jul-22,108.41,109.87,106.3,107.51,107,-0.361%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
22-Jul-22,111,112.34,106.5,107.9,107.39,-5.632%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
21-Jul-22,114.28,114.55,111.11,114.34,113.8,0.386%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
20-Jul-22,113.17,115.4,112.48,113.9,113.36,0.079%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
19-Jul-22,110.85,114.02,109.56,113.81,113.27,4.384%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
18-Jul-22,112.64,113.68,108.37,109.03,108.51,-2.460%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
15-Jul-22,112,113.14,110.9,111.78,111.25,1.278%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
14-Jul-22,110.21,111.09,108.37,110.37,109.84,-0.880%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
13-Jul-22,111.7,114.2,111.2,111.35,110.82,-2.342%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
12-Jul-22,116.21,116.97,113.69,114.02,113.48,-1.435%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
11-Jul-22,118,118,115.33,115.68,115.13,-3.075%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
8-Jul-22,117.25,119.68,116.9,119.35,118.79,0.480%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
7-Jul-22,115.08,119.19,114.83,118.78,118.22,3.675%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
6-Jul-22,113.3,115.59,111.48,114.57,114.03,1.157%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
5-Jul-22,107.1,113.38,105.73,113.26,112.72,4.157%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1-Jul-22,107.93,109.25,106.73,108.74,108.22,-0.202%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
30-Jun-22,110,110.89,106.75,108.96,108.44,-2.453%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
29-Jun-22,111.55,113.16,110.87,111.7,111.17,-0.277%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
28-Jun-22,115.8,117.31,111.85,112.01,111.47,-3.298%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
27-Jun-22,118.27,118.58,115.18,115.83,115.28,-1.814%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
24-Jun-22,113,118.08,112.95,117.97,117.41,5.105%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
23-Jun-22,112.23,112.74,110.5,112.24,111.71,0.673%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
22-Jun-22,110.56,113.35,110.38,111.49,110.96,-0.045%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
21-Jun-22,108.93,112.49,108.6,111.54,111.01,4.107%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
17-Jun-22,106.03,108.7,105.05,107.14,106.63,1.047%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
16-Jun-22,107.22,108.65,105.14,106.03,105.53,-3.398%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
15-Jun-22,108.54,111.42,107.67,109.76,109.24,2.849%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
14-Jun-22,106.54,107.92,105.8,106.72,106.21,0.310%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
13-Jun-22,106.79,108.79,106.12,106.39,105.89,-4.291%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
10-Jun-22,112.44,113.28,110.37,111.16,110.63,-3.204%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
9-Jun-22,116.33,118.3,114.78,114.84,114.29,-2.005%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
8-Jun-22,116.76,118.57,116.6,117.19,116.64,0.034%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
7-Jun-22,115.48,117.69,115.05,117.15,116.59,0.282%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
6-Jun-22,116.7,119.35,116.16,116.82,116.26,1.991%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
3-Jun-22,116.06,116.32,113.52,114.54,114,-2.619%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2-Jun-22,114,117.9,112.95,117.62,117.06,3.275%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1-Jun-22,114.86,117.1,113.25,113.89,113.35,0.114%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
31-May-22,112.75,115.74,112.08,113.76,113.22,1.282%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
27-May-22,109.48,112.32,109.14,112.32,111.78,4.203%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
26-May-22,105.68,108.65,105.22,107.79,107.28,1.871%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
25-May-22,104.99,106.5,103.86,105.81,105.3,-0.151%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
24-May-22,105.77,106.46,101.88,105.97,105.47,-4.951%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
23-May-22,109.59,112.15,108.74,111.49,110.96,2.369%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
20-May-22,111.95,112.18,105.8,108.91,108.39,-1.332%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
19-May-22,111.43,113.01,110,110.38,109.86,-1.358%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
18-May-22,115,115.4,111.56,111.9,111.37,-3.924%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
17-May-22,116.84,116.9,114.87,116.47,115.92,1.774%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
16-May-22,114.96,116.17,113.89,114.44,113.9,-1.387%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
13-May-22,114.53,117.88,113.61,116.05,115.5,2.845%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
12-May-22,111.38,114.29,109.82,112.84,112.31,-0.669%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
11-May-22,113.24,116.36,113.24,113.6,113.06,-0.691%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
10-May-22,115.51,116.25,112.9,114.39,113.85,1.671%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
9-May-22,113.25,115.08,112,112.51,111.98,-2.799%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
6-May-22,115.18,117.57,114.02,115.75,115.2,-0.652%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
5-May-22,120.2,121.04,115.01,116.51,115.95,-4.703%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
4-May-22,117.03,122.85,115.12,122.26,121.68,4.202%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
3-May-22,116.43,118.44,116.03,117.33,116.78,0.643%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2-May-22,113.4,116.75,112.6,116.58,116.03,2.165%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
29-Apr-22,116.73,117.92,113.81,114.11,113.57,-3.721%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
28-Apr-22,116.42,119.65,114.11,118.52,117.96,3.701%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
27-Apr-22,114.47,117.24,112.74,114.29,113.75,-3.675%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
26-Apr-22,122.29,122.51,118.51,118.65,118.09,-3.591%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
25-Apr-22,119.1,123.28,118.51,123.07,122.49,2.867%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
22-Apr-22,125,125.4,118.93,119.64,119.07,-4.142%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
21-Apr-22,129.25,130.1,124.53,124.81,124.22,-2.523%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
20-Apr-22,130.89,131.4,127.5,128.04,127.43,-1.515%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
19-Apr-22,127.69,130.33,127,130.01,129.39,1.825%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
18-Apr-22,127,128.21,126.18,127.68,127.07,0.750%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
14-Apr-22,130.48,130.48,126.6,126.73,126.13,-2.433%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
13-Apr-22,128,130.33,127.74,129.89,129.28,1.707%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
12-Apr-22,131.6,131.6,126.79,127.71,127.11,-0.862%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
11-Apr-22,131.82,132.09,128.67,128.82,128.21,-3.354%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
8-Apr-22,135.58,135.67,132.97,133.29,132.65,-1.913%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
7-Apr-22,136.01,137.16,134.23,135.89,135.24,-0.483%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
6-Apr-22,138.75,139.36,135.52,136.55,135.9,-2.874%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
5-Apr-22,142.87,142.99,140.38,140.59,139.92,-1.665%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
4-Apr-22,140.36,143.71,140.31,142.97,142.29,2.012%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1-Apr-22,139.5,140.47,138.31,140.15,139.48,0.777%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
31-Mar-22,142.05,142.11,139.02,139.07,138.41,-2.022%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
30-Mar-22,142.46,142.72,141.6,141.94,141.26,-0.400%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
29-Mar-22,142.65,143.79,142.04,142.51,141.83,0.742%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
28-Mar-22,140.9,142,139.81,141.46,140.78,-0.148%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
25-Mar-22,141.92,142.04,139.74,141.67,141,0.071%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
24-Mar-22,139.2,141.62,137.75,141.57,140.9,2.379%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
23-Mar-22,138.7,139.59,137.84,138.28,137.62,-1.137%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
22-Mar-22,136.1,141.05,136.1,139.87,139.2,2.770%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
21-Mar-22,136.16,137.05,134.09,136.1,135.45,-0.022%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
18-Mar-22,133.42,136.24,132.26,136.13,135.48,1.711%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
17-Mar-22,133.15,134.08,132.18,133.84,133.2,0.420%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
16-Mar-22,130.73,133.33,128.73,133.28,132.65,3.158%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
15-Mar-22,126.98,129.85,125.72,129.2,128.58,2.580%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
14-Mar-22,130.25,130.41,125.28,125.95,125.35,-3.018%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
11-Mar-22,133.49,133.8,129.63,129.87,129.25,-1.933%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
10-Mar-22,131.27,133.27,130.91,132.43,131.8,-0.742%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
9-Mar-22,131.25,133.74,129.9,133.42,132.79,4.972%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
8-Mar-22,126.25,131.25,125.67,127.1,126.5,0.570%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
7-Mar-22,131.49,131.74,126.29,126.38,125.78,-4.192%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
4-Mar-22,132.93,133.85,130.34,131.91,131.28,-1.486%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
3-Mar-22,136.01,136.44,133.03,133.9,133.26,-0.498%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2-Mar-22,134.63,135.26,133.07,134.57,133.93,0.380%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
